timestamp,reference_temp_c,reference_humidity_pct,temp_c,humidity_pct
2026-06-05 06:00:00,24.66,63.9,30.3,68.0
2026-06-05 07:00:00,24.5,67.2,29.24,70.01
2026-06-05 08:00:00,23.63,66.8,27.8,73.12
2026-06-05 09:00:00,24.12,70.8,20.82,68.91
2026-06-05 10:00:00,24.42,68.5,29.33,66.89
2026-06-05 11:00:00,25.62,64.3,30.7,69.5
2026-06-05 12:00:00,27.34,59.5,33.21,62.63
2026-06-05 13:00:00,27.76,55.9,32.94,59.32
2026-06-05 14:00:00,30.17,57.4,36.07,56.95
2026-06-05 15:00:00,31.65,52.4,37.1,54.96
2026-06-05 16:00:00,32.76,50.0,39.1,57.51
2026-06-05 17:00:00,33.66,43.0,39.91,47.21
2026-06-05 18:00:00,35.23,46.5,41.34,49.25
2026-06-05 19:00:00,35.58,44.3,54.0,45.42
2026-06-05 20:00:00,36.09,40.8,42.61,41.85
2026-06-05 21:00:00,35.8,42.5,42.23,39.3
2026-06-05 22:00:00,35.84,45.1,43.3,48.0
2026-06-05 23:00:00,34.15,46.6,40.42,51.04
2026-06-06 00:00:00,32.59,48.4,38.56,46.88
2026-06-06 01:00:00,31.62,51.7,36.51,52.63
2026-06-06 02:00:00,30.09,54.5,35.36,54.33
2026-06-06 03:00:00,28.99,58.4,34.41,58.91
2026-06-06 04:00:00,27.33,63.9,32.29,67.23
2026-06-06 05:00:00,25.9,58.4,31.68,56.11
2026-06-06 06:00:00,25.39,64.9,30.32,69.68
2026-06-06 07:00:00,23.73,66.9,29.13,72.13
2026-06-06 08:00:00,23.74,67.6,28.53,70.35
2026-06-06 09:00:00,23.83,65.8,28.62,62.89
2026-06-06 10:00:00,24.65,61.9,29.5,62.5
2026-06-06 11:00:00,25.21,64.1,30.19,70.39
2026-06-06 12:00:00,27.25,64.5,33.4,60.78
2026-06-06 13:00:00,28.36,55.0,32.65,56.88
2026-06-06 14:00:00,29.41,56.7,34.02,56.58
2026-06-06 15:00:00,31.15,51.2,36.75,55.77
2026-06-06 16:00:00,33.13,48.9,39.31,49.66
2026-06-06 17:00:00,34.58,44.4,41.31,47.63
2026-06-06 18:00:00,35.99,43.9,42.83,47.51
2026-06-06 19:00:00,36.96,46.0,43.51,52.89
2026-06-06 20:00:00,36.17,44.2,43.31,45.9
2026-06-06 21:00:00,35.4,46.9,42.43,50.19
2026-06-06 22:00:00,34.34,47.0,40.78,45.64
2026-06-06 23:00:00,34.35,47.4,41.18,52.75
2026-06-07 00:00:00,32.67,52.5,38.91,53.22
2026-06-07 01:00:00,31.39,52.8,37.02,54.04
2026-06-07 02:00:00,29.76,56.7,35.77,59.48
2026-06-07 03:00:00,28.39,57.5,33.9,56.47
2026-06-07 04:00:00,27.43,61.1,32.75,64.73
2026-06-07 05:00:00,25.82,62.1,31.63,67.62
2026-06-07 06:00:00,24.74,67.4,20.43,71.5
2026-06-07 07:00:00,23.79,64.2,27.85,63.44
2026-06-07 08:00:00,23.33,68.6,39.44,71.72
2026-06-07 09:00:00,24.01,66.2,28.63,71.37
2026-06-07 10:00:00,24.78,67.7,29.57,66.39
2026-06-07 11:00:00,26.46,65.0,42.88,65.56
2026-06-07 12:00:00,27.05,64.6,31.81,70.02
2026-06-07 13:00:00,28.84,59.6,33.94,63.26
2026-06-07 14:00:00,29.8,51.9,36.7,55.52
2026-06-07 15:00:00,31.08,51.8,37.84,59.04
2026-06-07 16:00:00,32.61,46.7,38.5,50.21
2026-06-07 17:00:00,33.95,45.5,40.06,49.42
2026-06-07 18:00:00,36.05,47.6,42.08,56.76
2026-06-07 19:00:00,35.47,44.7,41.04,46.4
2026-06-07 20:00:00,36.34,41.6,42.93,41.69
2026-06-07 21:00:00,35.43,41.4,41.45,44.54
2026-06-07 22:00:00,35.57,44.7,42.06,48.03
2026-06-07 23:00:00,34.4,44.1,39.96,44.99
