timestamp,reference_temp_c,reference_humidity_pct,temp_c,humidity_pct
2026-06-04 04:00:00,26.83,65.3,32.76,71.17
2026-06-04 05:00:00,25.82,60.9,31.62,64.96
2026-06-04 06:00:00,25.05,63.2,31.29,68.93
2026-06-04 07:00:00,24.08,70.3,30.28,69.54
2026-06-04 08:00:00,24.18,72.8,30.17,75.16
2026-06-04 09:00:00,23.94,64.2,31.24,65.47
2026-06-04 10:00:00,24.66,64.7,31.93,67.94
2026-06-04 11:00:00,25.6,64.2,32.69,66.06
2026-06-04 12:00:00,26.52,64.5,32.87,67.17
2026-06-04 13:00:00,28.64,56.1,35.78,62.86
2026-06-04 14:00:00,29.81,54.5,36.95,57.16
2026-06-04 15:00:00,31.56,53.4,38.7,57.23
2026-06-04 16:00:00,33.19,49.9,40.73,52.44
2026-06-04 17:00:00,34.42,45.8,41.79,48.95
2026-06-04 18:00:00,35.46,44.3,42.96,47.31
2026-06-04 19:00:00,35.76,40.7,43.29,44.6
2026-06-04 20:00:00,35.83,42.5,43.33,47.83
2026-06-04 21:00:00,35.76,42.9,42.49,49.19
2026-06-04 22:00:00,34.52,45.1,42.07,48.72
2026-06-04 23:00:00,33.66,45.4,41.04,49.58
2026-06-05 00:00:00,32.47,49.9,39.64,50.6
2026-06-05 01:00:00,31.15,53.9,39.58,56.72
2026-06-05 02:00:00,30.16,55.3,38.69,60.18
2026-06-05 03:00:00,28.08,58.8,36.54,63.53
2026-06-05 04:00:00,26.85,61.1,34.95,64.52
2026-06-05 05:00:00,26.28,63.5,34.9,68.27
2026-06-05 06:00:00,24.66,63.9,32.82,67.88
2026-06-05 07:00:00,24.5,67.2,32.82,72.6
2026-06-05 08:00:00,23.63,66.8,31.51,70.38
2026-06-05 09:00:00,24.12,70.8,32.68,73.09
2026-06-05 10:00:00,24.42,68.5,32.92,72.17
2026-06-05 11:00:00,25.62,64.3,33.66,61.44
2026-06-05 12:00:00,27.34,59.5,35.96,63.27
2026-06-05 13:00:00,27.76,55.9,36.45,51.6
2026-06-05 14:00:00,30.17,57.4,39.69,56.95
2026-06-05 15:00:00,31.65,52.4,40.89,56.3
2026-06-05 16:00:00,32.76,50.0,41.72,53.96
2026-06-05 17:00:00,33.66,43.0,42.8,43.68
2026-06-05 18:00:00,35.23,46.5,44.37,48.08
2026-06-05 19:00:00,35.58,44.3,44.7,50.04
2026-06-05 20:00:00,36.09,40.8,44.94,42.83
2026-06-05 21:00:00,35.8,42.5,45.1,49.99
2026-06-05 22:00:00,35.84,45.1,44.98,48.1
2026-06-05 23:00:00,34.15,46.6,43.17,50.42
2026-06-06 00:00:00,32.59,48.4,42.39,54.63
2026-06-06 01:00:00,31.62,51.7,41.46,54.96
2026-06-06 02:00:00,30.09,54.5,39.14,55.5
2026-06-06 03:00:00,28.99,58.4,38.78,61.18
2026-06-06 04:00:00,27.33,63.9,37.65,66.83
2026-06-06 05:00:00,25.9,58.4,36.32,58.67
2026-06-06 06:00:00,25.39,64.9,35.88,67.39
2026-06-06 07:00:00,23.73,66.9,33.91,68.42
2026-06-06 08:00:00,23.74,67.6,33.64,72.45
2026-06-06 09:00:00,23.83,65.8,33.72,68.87
2026-06-06 10:00:00,24.65,61.9,35.19,64.33
2026-06-06 11:00:00,25.21,64.1,35.84,66.89
2026-06-06 12:00:00,27.25,64.5,38.32,67.95
2026-06-06 13:00:00,28.36,55.0,39.44,59.23
2026-06-06 14:00:00,29.41,56.7,40.08,57.7
2026-06-06 15:00:00,31.15,51.2,41.45,52.12
2026-06-06 16:00:00,33.13,48.9,43.88,54.11
2026-06-06 17:00:00,34.58,44.4,45.63,46.58
2026-06-06 18:00:00,35.99,43.9,46.95,44.07
2026-06-06 19:00:00,36.96,46.0,47.85,49.89
2026-06-06 20:00:00,36.17,44.2,47.47,48.13
2026-06-06 21:00:00,35.4,46.9,46.48,46.84
2026-06-06 22:00:00,34.34,47.0,45.45,50.46
2026-06-06 23:00:00,34.35,47.4,45.91,51.87
2026-06-07 00:00:00,32.67,52.5,44.03,56.25
2026-06-07 01:00:00,31.39,52.8,43.09,57.06
2026-06-07 02:00:00,29.76,56.7,41.55,56.89
2026-06-07 03:00:00,28.39,57.5,39.69,61.16
2026-06-07 04:00:00,27.43,61.1,39.08,63.49
2026-06-07 05:00:00,25.82,62.1,38.32,64.13
2026-06-07 06:00:00,24.74,67.4,36.28,72.14
2026-06-07 07:00:00,23.79,64.2,35.02,70.16
2026-06-07 08:00:00,23.33,68.6,34.75,75.19
2026-06-07 09:00:00,24.01,66.2,36.26,71.83
2026-06-07 10:00:00,24.78,67.7,37.11,70.48
2026-06-07 11:00:00,26.46,65.0,38.81,68.71
2026-06-07 12:00:00,27.05,64.6,40.02,69.13
2026-06-07 13:00:00,28.84,59.6,40.33,62.84
2026-06-07 14:00:00,29.8,51.9,42.6,55.16
2026-06-07 15:00:00,31.08,51.8,44.42,56.45
2026-06-07 16:00:00,32.61,46.7,44.96,49.58
2026-06-07 17:00:00,33.95,45.5,46.68,47.04
2026-06-07 18:00:00,36.05,47.6,48.71,49.77
2026-06-07 19:00:00,35.47,44.7,48.15,48.97
2026-06-07 20:00:00,36.34,41.6,49.33,44.61
2026-06-07 21:00:00,35.43,41.4,49.2,45.08
2026-06-07 22:00:00,35.57,44.7,49.58,49.04
2026-06-07 23:00:00,34.4,44.1,47.63,46.35
